id_anggota,nama,tujuan_pinjaman,jumlah_pinjaman,tenor,cicilan,simp_wajib,simp_sukarela,simp_pensiun,simp_hari_raya,total_simpanan,rasio_simpanan,week_past_due,label_risiko
PU-240-24-01-000089,RODIAH,PERTANIAN,3000000,50,74400,35000,7000,32800,7000,81800,0.0273,40,Macet
PU-240-24-01-000092,"LILIS SURYANI","JUAL IKAN DAN LAINNYA",4000000,50,99200,323000,68399,78591,2114,472104,0.118,39,Macet
PU-240-24-01-000093,SANERI,"JUAL IKAN DAN LAINNYA",4000000,50,99200,315000,60916,78591,2880,457387,0.1143,41,Macet
PU-240-24-01-000105,SAREH,"JUAL PAKAIAN",3000000,50,74400,32000,26400,32800,2240,93440,0.0311,40,Macet
PU-240-24-02-000169,SURNAH,"JUAL IKAN DAN LAINNYA",3000000,50,74400,20000,6000,32684,29560,88244,0.0294,45,Macet
PU-240-24-02-000170,MELAWATI,WARUNGAN,3000000,50,74400,23000,23250,32684,2198,81132,0.027,43,Macet
PU-240-24-02-000194,MAESAROH,WARUNGAN,3000000,50,74400,20000,3000,32684,29560,85244,0.0284,45,Macet
PU-240-24-02-000214,"AI NENI",WARUNGAN,3000000,50,74400,23000,18600,32560,40161,114321,0.0381,44,Macet
PU-240-24-03-000315,"ATI YENISMAWATI","JUAL MAKANAN",5000000,50,124000,644000,91402,134450,2736,872588,0.1745,43,Macet
PMB-240-22-12-000083,"IIS SATI",WARUNGAN,3600000,100,53280,104000,10600,46762,7171,168533,0.0468,91,Macet
PU-240-22-10-001767,IMAS,"JUAL IKAN DAN LAINNYA",4000000,50,99200,204000,40400,2180,7000,253580,0.0634,7,Diragukan
PU-240-22-12-002420,"ENTIN SUHARTINI",WARUNGAN,3200000,100,47360,340000,48113,46948,3300,438361,0.137,30,Macet
PU-240-22-12-002421,"RISDA APRINA SARI",WARUNGAN,3400000,100,50320,264000,13467,46762,4387,328616,0.0967,54,Macet
PU-240-22-12-002422,"SITI ROMLAH",WARUNGAN,3200000,100,47360,116000,7500,46948,7516,177964,0.0556,94,Macet
PU-240-22-12-002423,WATI,"JUAL IKAN DAN LAINNYA",2200000,100,32560,74000,7200,35239,5900,122339,0.0556,95,Macet
PU-240-22-12-002424,"SITI HAIFAH","JUAL IKAN DAN LAINNYA",3500000,100,51800,96000,3600,46762,7000,153362,0.0438,94,Macet
PU-240-22-12-002425,FITRI,"JUAL IKAN DAN LAINNYA",3600000,100,53280,88000,5400,46762,7171,147333,0.0409,95,Macet
PU-240-22-12-002435,"ENONG JUHETI","JUAL IKAN DAN LAINNYA",2150000,100,31820,92000,11600,35239,7498,146337,0.0681,89,Macet
PU-240-22-12-002437,TIYA,WARUNGAN,3100000,100,45880,104000,4100,46948,7383,162431,0.0524,98,Macet
PU-240-22-12-002438,TINAH,WARUNGAN,3200000,100,47360,100000,5500,46948,7217,159665,0.0499,98,Macet
PU-240-22-12-002443,SAWETI,"JUAL MAKANAN",1950000,100,28860,172000,22457,23901,7496,225854,0.1158,90,Macet
PU-240-22-12-002448,AMINAH,WARUNGAN,1500000,75,27200,101000,8193,35730,8748,153671,0.1024,70,Macet
PU-240-22-12-002455,CICIH,WARUNGAN,2050000,100,30340,86000,2400,35486,7171,131057,0.0639,93,Macet
PU-240-22-12-002457,KIYLAH,WARUNGAN,2000000,75,36267,164000,7200,47802,8224,227226,0.1136,68,Macet
PU-240-23-02-000375,MARTI,"JUAL IKAN DAN LAINNYA",3150000,50,78120,92000,10300,46762,7000,156062,0.0495,50,Macet
PU-240-23-02-000379,ITA,"JUAL IKAN DAN LAINNYA",2300000,100,34040,86000,23400,35119,7709,152228,0.0662,93,Macet
PU-240-23-10-001756,SABIAH,"JUAL IKAN DAN LAINNYA",4000000,50,99200,453000,2387,45116,12879,513382,0.1283,26,Macet
PU-240-22-09-001604,YUNITA,"JUAL OBAT, JAMU, KOSMETIK, CNI DLL",3000000,50,74400,101000,33200,34995,3046,172241,0.0574,18,Macet
PU-240-22-09-001606,SALBIYAH,WARUNGAN,3000000,50,74400,50000,10000,34995,89520,184515,0.0615,34,Macet
PU-240-22-09-001608,"PUTRI AGUSTINA",WARUNGAN,3000000,50,74400,140000,70572,34995,8039,253606,0.0845,5,Diragukan
PU-240-22-09-001609,MASAMAH,"JUAL MAKANAN",3000000,25,134400,65000,174446,34995,58274,332715,0.1109,5,Diragukan
PU-240-22-10-001619,YATI,WARUNGAN,3000000,50,74400,93000,10400,34995,8046,146441,0.0488,21,Macet
PU-240-23-03-000655,"AI UNIAH",WARUNGAN,4000000,25,179200,235000,102747,80759,0,418506,0.1046,16,Macet
PU-240-23-05-000736,ASAMANAH,WARUNGAN,4000000,25,179200,291000,86743,80507,7230,465480,0.1164,4,Lancar
PU-240-23-05-000836,KOKOM,WARUNGAN,1600000,50,39680,109000,7506,11604,17690,145800,0.0911,40,Macet
PU-240-23-07-001281,RISAH,WARUNGAN,5000000,50,124000,437000,11592,137153,31338,617083,0.1234,46,Macet
PU-240-23-09-001560,"ENE MAR'AH MAESAROH",WARUNGAN,2850000,50,70680,242000,38700,80465,3046,364211,0.1278,50,Macet
PU-240-23-11-001954,"SITI NURJANAH","JUAL MAKANAN",2000000,50,49600,108000,28800,22193,2549,161542,0.0808,28,Macet
PU-240-24-01-000013,"HETI JUNAENAH",WARUNGAN,4000000,50,99200,322000,29168,78575,8076,437819,0.1095,37,Macet
PU-240-24-05-000424,"SANIEM BT SANKARSO","JUAL MAKANAN",4000000,50,99200,324000,23416,78134,7186,432736,0.1082,45,Macet
PU-240-22-11-002079,IKA,"JUAL MAKANAN",3000000,50,74400,107000,23691,34875,7588,173154,0.0577,16,Macet
PU-240-22-11-002130,"AYU KURNIASARI","JUAL IKAN DAN LAINNYA",3000000,50,74400,110000,65716,34875,2003,212594,0.0709,15,Macet
PU-240-23-03-000457,SUHEMI,WARUNGAN,2400000,100,35520,164000,23103,34875,7169,229147,0.0955,57,Macet
PU-240-23-03-000521,MARIAM,"LAIN LAIN INVESTASI",2500000,100,37000,143000,8400,34875,7329,193604,0.0774,66,Macet
PU-240-23-05-000856,SUKMAI'AH,"JUAL MAKANAN",4000000,50,99200,275000,19000,80291,31265,405556,0.1014,30,Macet
PU-240-24-01-000024,ROHENAH,WARUNGAN,3600000,50,89280,483000,84155,136149,2789,706093,0.1961,43,Macet
PU-240-25-01-000073,PINA,"JUAL MAKANAN",2200000,100,24640,56000,19200,33661,2150,111011,0.0505,54,Macet
PU-240-23-05-000911,"SITI APIPAH","JUAL ALAT RUMAH TANGGA",1550000,75,28107,62000,8500,23105,7421,101026,0.0652,47,Macet
PU-240-23-07-001190,MUPLIAH,"JUAL MAKANAN",2400000,75,43520,167000,473148,34269,7510,681927,0.2841,34,Macet
PU-240-23-07-001191,EMAH,WARUNGAN,2350000,75,42613,170000,170222,34269,12693,387184,0.1648,34,Macet
PU-240-23-11-002068,ROHAYATI,"JUAL ALAT RUMAH TANGGA",4000000,50,99200,386000,579939,79075,8481,1053495,0.2634,21,Macet
PU-240-23-11-002069,"SITI AISAH",WARUNGAN,4000000,50,99200,366000,11722,79075,24674,481471,0.1204,26,Macet
PU-240-23-12-002114,"SUMSI SUSILAWATI","JUAL MAKANAN",4000000,50,99200,353000,40000,79039,12937,484976,0.1212,30,Macet
PU-240-24-01-000071,HENI,PERTANIAN,4000000,50,99200,378000,102299,78621,55438,614358,0.1536,22,Macet
PU-240-24-01-000103,SIAH,"JUAL MAKANAN",4000000,50,99200,318000,9600,78467,13319,419386,0.1048,38,Macet
PU-240-24-02-000203,"AAN AMBALIAH","JUAL PAKAIAN",4000000,50,99200,319000,39100,78052,24647,460799,0.1152,40,Macet
PU-240-24-03-000231,MASITOH,"JUAL SAYURAN",3000000,50,74400,95000,299239,32560,12797,439596,0.1465,19,Macet
PU-240-24-12-001169,"IIS ISMAWATI","JUAL IKAN DAN LAINNYA",1700000,25,72080,78000,12158,33414,2534,126106,0.0742,17,Macet
PU-240-22-12-002275,DARMINAH,"JUAL SAYURAN",3000000,50,74400,47000,6400,34629,12193,100222,0.0334,36,Macet
PU-240-22-12-002277,YULIAWATI,"JUAL MAKANAN",3000000,50,74400,44000,3093,34629,7193,88915,0.0296,37,Macet
PU-240-22-12-002320,"PUTRI AULIA SARI","JUAL MAKANAN",2000000,50,49600,90000,3402,23198,7193,123793,0.0619,37,Macet
PU-240-22-12-002333,KARINIH,PERTANIAN,3000000,50,74400,48000,32400,34629,7193,122222,0.0407,36,Macet
PU-240-23-03-000695,ROPIAH,"JUAL MAKANAN",2300000,50,57040,77000,19728,34629,17193,148550,0.0646,43,Macet
PU-240-22-12-002286,EPON,"JUAL MAKANAN",3000000,50,74400,137000,32537,34629,0,204166,0.0681,6,Diragukan
PU-240-22-12-002288,TITIN,"JUAL MAKANAN",3000000,50,74400,74000,4800,34629,0,113429,0.0378,27,Macet
PU-240-22-12-002323,"ARUM SARI","JUAL PAKAIAN",3000000,50,74400,113000,6000,34629,0,153629,0.0512,15,Macet
PU-240-23-03-000460,"ETI HAYATI","JUAL MAKANAN",4000000,50,99200,439000,15969,81613,0,536582,0.1341,9,Diragukan
PU-240-23-05-000921,"SITI ULFAH","JUAL MAKANAN",4000000,50,99200,271000,58787,80089,0,409876,0.1025,31,Macet
PU-240-23-12-002219,ATIKAH,"JUAL PAKAIAN",4000000,50,99200,367000,2600,78889,8303,456792,0.1142,28,Macet
PU-240-24-03-000323,HINDUN,WARUNGAN,3000000,25,134400,62000,115084,32440,2483,212007,0.0707,3,Lancar
PU-240-24-10-000938,"YUPI YANI","JUAL MAKANAN",5000000,50,124000,582000,21000,55522,0,658522,0.1317,42,Macet
PU-240-25-04-000176,"IDA NURIDA","JUAL PAKAIAN",4000000,50,99200,544000,127929,87980,0,759909,0.19,23,Macet
PRR-240-23-02-000004,HJ.EMUN,"TEMPAT USAHA",10000000,52,234615,1494000,34872,86055,8393,1623320,0.1623,10,Diragukan
PU-240-23-07-001201,HJ.EMUN,WARUNGAN,7000000,50,173600,1494000,34872,86055,8393,1623320,0.2319,21,Macet
PU-240-24-08-000714,"SITI KHADIJAH",WARUNGAN,2600000,50,55120,613000,48375,146853,0,808228,0.3109,20,Macet
PU-240-22-12-002414,"DEDEH SUMIATI","JUAL SAYURAN",3000000,50,74400,23000,21200,34629,42655,121484,0.0405,44,Macet
PU-240-22-12-002416,KARLINA,"JUAL SAYURAN",3000000,50,74400,26000,19200,34629,48311,128140,0.0427,43,Macet
PU-240-22-12-002417,"AAN MULYANI","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",3000000,50,74400,23000,30600,34629,42655,130884,0.0436,44,Macet
PU-240-22-12-002419,SANTINI,WARUNGAN,2000000,50,49600,78000,2800,23198,7208,111206,0.0556,43,Macet
PU-240-22-12-002497,ENAH,WARUNGAN,3000000,50,74400,23000,21000,34505,42655,121160,0.0404,45,Macet
PU-240-23-01-000142,"ENENG SUSILAAWATI",WARUNGAN,3000000,25,134400,44000,17000,34505,7411,102916,0.0343,12,Diragukan
PU-240-23-03-000525,IRNA,WARUNGAN,2900000,75,52587,80000,5456,34393,7907,127756,0.0441,55,Macet
PU-240-23-03-000576,"DEDE KARTINAH","JUAL MAKANAN",2900000,75,52587,62000,11200,34393,7570,115163,0.0397,62,Macet
PU-240-23-03-000577,ENENG,"JUAL MAKANAN",2550000,100,37740,134000,4095,34629,7293,180017,0.0706,68,Macet
PU-240-23-03-000578,"WIDIA INTAN ANTIKA",WARUNGAN,2500000,75,45333,74000,14400,34629,7120,130149,0.0521,64,Macet
PU-240-23-03-000579,"KERISTIA DNA","JUAL ALAT RUMAH TANGGA",2500000,75,45333,134000,83100,34505,0,251605,0.1006,45,Macet
PU-240-24-01-000099,SARMINAH,"JUAL IKAN DAN LAINNYA",3000000,50,74400,134000,184017,32800,0,350817,0.1169,6,Diragukan
PU-240-24-01-000100,NARSIH,"JUAL IKAN DAN LAINNYA",3000000,50,74400,137000,218891,32800,0,388691,0.1296,6,Diragukan
PRT-240-23-12-000023,"SITI ROHMAH","ALAT USAHA",2400000,50,57600,384000,2600,46056,0,432656,0.1803,18,Macet
PRT-240-24-12-000034,AMINAH,"MESIN CUCI",2200000,25,96800,204000,5400,43294,0,252694,0.1149,6,Diragukan
PU-240-23-12-002162,ENOK,"JUAL MAKANAN",4000000,50,99200,331000,16600,7404,7865,362869,0.0907,37,Macet
PU-240-23-12-002163,WARSIH,"JUAL MAKANAN",4000000,50,99200,303000,23700,46768,0,373468,0.0934,44,Macet
PU-240-23-12-002218,"SITI ROHMAH","JUAL MAKANAN",4000000,50,99200,384000,2600,46056,0,432656,0.1082,24,Macet
PU-240-24-05-000451,AMINAH,WARUNGAN,4000000,50,99200,204000,5400,43294,0,252694,0.0632,8,Diragukan
PU-240-24-10-000894,"IMAS ROHUMAH BT BOHARI",WARUNGAN,5000000,50,124000,775000,5102,56521,0,836623,0.1673,33,Macet
PU-240-25-02-000099,UNIAH,"JUAL IKAN DAN LAINNYA",4000000,50,99200,372000,3000,74586,4057,453643,0.1134,24,Macet
PU-240-25-02-000101,"NUR HOLIPAH","JUAL PAKAIAN",4000000,50,99200,354000,19600,74586,8063,456249,0.1141,28,Macet
PU-240-25-02-000105,IYAT,"JUAL ALAT RUMAH TANGGA",3000000,50,74400,340000,487052,64753,0,891805,0.2973,18,Macet
PU-240-25-02-000127,"SITI ROHMAYANTI","JUAL MAKANAN",4500000,50,111600,699000,51789,124985,0,875774,0.1946,33,Macet
PU-240-25-05-000186,"SELA AGUSTIN","JUAL IKAN DAN LAINNYA",5000000,50,124000,759000,392864,128011,17690,1297565,0.2595,5,Diragukan
PU-240-25-10-000531,INAR,"JUAL IKAN DAN LAINNYA",6000000,50,148800,1112000,86191,192267,2489,1392947,0.2322,6,Diragukan
PRT-240-23-12-000024,"ANIS MARSELA","MESIN CUCI",1500000,50,36000,209000,13400,29591,0,251991,0.168,22,Macet
PU-240-23-02-000297,"MESYIN PRMAI SELA",WARUNGAN,3000000,50,74400,74000,19800,34393,0,128193,0.0427,27,Macet
PU-240-24-02-000162,ISAH,"JUAL MAKANAN",4000000,50,99200,324000,4800,78359,0,407159,0.1018,39,Macet
PU-240-24-11-001058,"ANIS MARSELA","JUAL MAKANAN",2500000,100,28000,209000,13400,29591,0,251991,0.1008,55,Macet
PU-240-24-12-001089,"DILLAH PELITA WATI","JUAL MAKANAN",5000000,50,124000,215100,19900,131236,12620,378856,0.0758,31,Macet
PU-240-24-12-001091,"IDA ZULZIA","JUAL IKAN DAN LAINNYA",4500000,50,111600,627000,29800,125927,0,782727,0.1739,39,Macet
PU-240-23-08-001465,RINI,"JUAL IKAN DAN LAINNYA",2000000,50,49600,78000,3300,34269,7905,123474,0.0617,45,Macet
PU-240-23-09-001670,BAYI,PERTANIAN,1850000,50,45880,140000,97023,34269,7592,278884,0.1507,17,Macet
PU-240-23-09-001671,SARYATI,PERTANIAN,1850000,50,45880,138000,39500,34269,7592,219361,0.1186,18,Macet
PU-240-23-12-002132,MARIAM,WARUNGAN,3000000,50,74400,44000,27800,33046,51801,156647,0.0522,37,Macet
PU-240-24-02-000190,KARSINAH,WARUNGAN,4000000,50,99200,384000,65246,78070,52019,579335,0.1448,13,Macet
PU-240-24-02-000212,"MIS'AH LAWATI","JUAL PAKAIAN",4000000,50,99200,298000,21200,78028,7046,404274,0.1011,44,Macet
PU-240-24-03-000250,NENIH,"JUAL IKAN DAN LAINNYA",3500000,50,86800,335000,734644,72569,72049,1214262,0.3469,29,Macet
PU-240-23-03-000699,NIAH,"JUAL ALAT RUMAH TANGGA",3000000,50,74400,113000,26555,34029,0,173584,0.0579,11,Diragukan
PU-240-23-03-000702,SUMAAH,"LAIN LAIN INVESTASI",3000000,50,74400,119000,13800,34029,0,166829,0.0556,12,Diragukan
PU-240-23-03-000703,INAH,"JUAL ALAT RUMAH TANGGA",3000000,50,74400,110000,4200,34029,7804,156033,0.052,13,Macet
PU-240-24-11-001025,MASNAH,"JUAL MAKANAN",550000,25,23320,93000,12062,34029,7146,146237,0.2659,21,Macet
PU-240-24-11-001054,SUHETI,"JUAL JASA",2300000,50,51520,384000,33537,77518,8609,503664,0.219,44,Macet
PU-240-23-09-001648,KURNAESIH,"JUAL MAKANAN",3000000,50,74400,137000,51856,33414,89402,311672,0.1039,6,Diragukan
PU-240-23-09-001649,EROH,"JUAL MAKANAN",3000000,50,74400,110000,8400,33414,36176,187990,0.0627,15,Macet
PU-240-23-10-001838,DEA,"JUAL MAKANAN",3000000,50,74400,98000,8600,33290,35532,175422,0.0585,19,Macet
PU-240-24-05-000438,MARYAM,"JUAL MAKANAN",2000000,50,49600,235000,44034,55525,63597,398156,0.1991,41,Macet
PU-240-24-07-000628,LOMRAH,"JUAL MAKANAN",4000000,50,99200,180000,59729,43108,0,282837,0.0707,14,Macet
PU-240-24-09-000827,"IDA LAELA",WARUNGAN,4000000,75,59733,477000,39111,87750,40661,644522,0.1611,43,Macet
PU-240-24-09-000828,IMAS,WARUNGAN,4400000,75,65707,504000,13457,88239,50559,656255,0.1491,41,Macet
PU-240-24-09-000865,"SITI MAESAROH","JUAL MAKANAN",4600000,75,68693,424000,14418,88239,0,526657,0.1145,54,Macet
PU-240-24-09-000866,"CICIH MINTARSIH","JUAL MAKANAN",4400000,75,65707,498000,4243,88043,0,590286,0.1342,42,Macet
PU-240-24-12-001155,YUYUN,WARUNGAN,4300000,100,48160,447000,45394,88092,2208,582694,0.1355,41,Macet
PRT-240-25-06-000005,JUNAWATI,TELEVISI,1690000,50,37180,428000,92029,16864,0,536893,0.3177,32,Macet
PU-240-24-05-000364,"MERI ANDANI",WARUNGAN,3000000,50,74400,113000,36810,32316,34258,216384,0.0721,14,Macet
PU-240-25-06-000230,JUNAWATI,WARUNGAN,1390000,25,58936,428000,92029,16864,0,536893,0.3863,19,Macet
PU-240-23-12-002159,MULYATI,"JUAL SAYURAN",3000000,50,74400,68000,34600,33046,0,135646,0.0452,29,Macet
PU-240-24-05-000398,EMAH,WARUNGAN,3000000,50,74400,74000,52720,32316,0,159036,0.053,20,Macet
PU-240-24-06-000474,MULYANI,"JUAL MAKANAN",4000000,50,99200,431000,36400,76958,0,544358,0.1361,12,Diragukan
PU-240-24-07-000562,NARI,PERTANIAN,4000000,50,99200,336000,73904,65759,0,475663,0.1189,14,Macet
PU-240-24-08-000661,"NOVI ARDIANTIKA",WARUNGAN,3000000,50,74400,231000,52437,31948,0,315385,0.1051,27,Macet
PU-240-24-12-001105,"JUJUN SETIAWATI",PERTANIAN,3000000,50,74400,56000,3400,31460,2751,93611,0.0312,31,Macet
PU-240-24-12-001156,"ENA NURLENA","JUAL MAKANAN",2500000,100,28000,329000,28894,29466,0,387360,0.1549,36,Macet
PU-240-23-08-001407,TARISEM,WARUNGAN,2000000,50,49600,40000,10200,22469,0,72669,0.0363,17,Macet
PU-240-23-08-001411,"ACIH SUNARSIH","JUAL MAKANAN",2000000,50,49600,42000,6600,22469,0,71069,0.0355,16,Macet
PU-240-24-07-000598,NUNI,"JUAL MAKANAN",4000000,50,99200,383000,54269,76484,0,513753,0.1284,21,Macet
PU-240-24-08-000638,JUHA,"JUAL MAKANAN",4000000,50,99200,403000,15200,45314,17701,481215,0.1203,17,Macet
PU-240-24-08-000639,NARI,"JUAL MAKANAN",4000000,50,99200,435000,155659,52051,0,642710,0.1607,11,Diragukan
PU-240-24-09-000858,"ROSPIKA FAUZIAH","JUAL IKAN DAN LAINNYA",3000000,50,74400,107000,16923,31828,0,155751,0.0519,16,Macet
PU-240-24-09-000875,SUHAYATI,"JUAL IKAN DAN LAINNYA",4000000,50,99200,270000,40892,64570,38880,414342,0.1036,18,Macet
PU-240-25-09-000403,"SUTARTI BT SUWITO","JUAL IKAN DAN LAINNYA",6000000,50,148800,1019000,311135,191790,2347,1524272,0.254,3,Lancar
PU-240-23-09-001590,"EVI SUKAESIH",WARUNGAN,3000000,50,74400,133000,317086,33414,74267,557767,0.1859,8,Diragukan
PU-240-23-09-001521,JUNAH,WARUNGAN,3000000,50,74400,119000,13800,33414,7252,173466,0.0578,11,Diragukan
PU-240-23-09-001527,YATI,WARUNGAN,3000000,50,74400,125000,13000,33414,7652,179066,0.0597,10,Diragukan
PU-240-23-09-001562,SURMIAH,PERTANIAN,4000000,50,99200,357000,168954,80055,0,606009,0.1515,23,Macet
PU-240-23-12-002123,UMSAH,WARUNGAN,3000000,50,74400,56000,8200,33046,12479,109725,0.0366,33,Macet
PU-240-23-02-000339,AMNAH,"JUAL MAKANAN",3000000,50,74400,137000,17400,34393,4749,193542,0.0645,6,Diragukan
PU-240-23-09-001505,"IMAS MAYASARI",PERTANIAN,3000000,50,74400,95000,59154,33414,0,187568,0.0625,20,Macet
PU-240-23-10-001796,WATI,"JUAL IKAN DAN LAINNYA",3000000,50,74400,80000,83000,33290,3051,199341,0.0664,25,Macet
PU-240-23-10-001797,USIAH,"JUAL JASA",3000000,50,74400,77000,74400,33290,0,184690,0.0616,26,Macet
PU-240-23-10-001798,EMUN,"JUAL MAKANAN",3000000,50,74400,71000,52851,33290,7356,164497,0.0548,28,Macet
PU-240-23-10-001799,CICIH,WARUNGAN,3000000,50,74400,80000,13529,33290,3051,129870,0.0433,25,Macet
PU-240-23-10-001800,ETI,"JUAL MAKANAN",3000000,50,74400,80000,18312,33290,0,131602,0.0439,25,Macet
PU-240-23-10-001801,"ULAFAH MEILANI",KERAJINAN,3000000,50,74400,80000,38951,33290,3051,155292,0.0518,25,Macet
PU-240-23-10-001813,TITIN,PERTANIAN,3000000,50,74400,79000,30616,33290,0,142906,0.0476,26,Macet
PU-240-23-10-001814,"IIN APRIANTI","LAIN LAIN INVESTASI",3000000,50,74400,79000,36324,33290,3051,151665,0.0506,26,Macet
PU-240-25-09-000454,"SANTI SUSANTI","JUAL PAKAIAN",6000000,50,148800,726000,225034,125456,7337,1083827,0.1806,4,Lancar
PU-240-25-10-000511,"MIRA ISMAYA","JUAL PAKAIAN",4000000,50,99200,311000,1123771,72124,9684,1516579,0.3791,7,Diragukan
PU-240-23-12-002113,AMAH,"JUAL MAKANAN",3000000,50,74400,71000,7400,33046,7718,119164,0.0397,16,Macet
PRT-240-25-01-000003,"NUR HALIMAH","SEPEDA LISTRIK",3650000,50,87600,316000,37638,64955,65722,484315,0.1327,27,Macet
PU-240-23-12-002173,"YUNANI FRANSISKA",WARUNGAN,2000000,50,49600,12000,22000,22193,17185,73378,0.0367,30,Macet
PU-240-24-08-000698,"NUR HALIMAH","LAIN LAIN INVESTASI",4000000,50,99200,316000,37638,64955,65722,484315,0.1211,6,Diragukan
PU-240-24-10-000986,"RINA PUSPITASARI",WARUNGAN,4000000,50,99200,353000,11200,75326,33553,473079,0.1183,11,Diragukan
PU-240-24-11-001007,SARNI,PERTANIAN,4000000,50,99200,416000,66289,75284,34013,591586,0.1479,10,Diragukan
PU-240-24-11-001043,SUNIASIH,PERTANIAN,3000000,50,74400,131000,3331,31584,29279,195194,0.0651,7,Diragukan
PU-240-25-08-000352,CICIH,KERAJINAN,4000000,50,99200,339000,151132,72794,152294,715220,0.1788,9,Diragukan
PU-240-25-10-000477,HAMIDAH,WARUNGAN,1480000,50,31376,379000,21635,75744,54091,530470,0.3584,2,Lancar
PU-240-23-11-002044,"ETI SUHAETI","JUAL IKAN DAN LAINNYA",3000000,50,74400,41000,8200,33046,62837,145083,0.0484,38,Macet
PU-240-23-11-002073,UMSAH,WARUNGAN,4000000,50,99200,410000,23766,79063,5994,518823,0.1297,13,Macet
PU-240-23-12-002182,MASTIAH,"JUAL IKAN DAN LAINNYA",4000000,50,99200,339000,6852,78937,12372,437161,0.1093,35,Macet
PU-240-24-05-000420,DETIP,"JUAL MAKANAN",2100000,75,38080,80000,3100,33046,7425,123571,0.0588,68,Macet
PU-240-24-05-000421,"ITA ROSITA",WARUNGAN,2800000,75,50773,379000,14643,33230,0,426873,0.1525,66,Macet
PU-240-24-06-000523,"ASTI HAYATI","JUAL MAKANAN",1100000,25,46640,136000,7700,33414,7542,184656,0.1679,13,Macet
PU-240-24-06-000524,ENI,"JUAL MAKANAN",2600000,50,58240,447000,30960,30954,0,508914,0.1957,23,Macet
PU-240-24-06-000525,"ENE SUMIYATI",WARUNGAN,1800000,50,40320,121000,21554,33046,7175,182775,0.1015,29,Macet
PU-240-24-02-000123,JURIAH,"JUAL SAYURAN",3000000,50,74400,38000,46600,32684,67807,185091,0.0617,39,Macet
PU-240-24-02-000151,"AAM AMELIA","JUAL MAKANAN",3000000,50,74400,62000,64153,32684,105370,264207,0.0881,30,Macet
PU-240-25-09-000434,"ARIAH FITRIA WATI",PERTANIAN,4000000,50,99200,318000,100887,72298,2086,493271,0.1233,4,Lancar
PU-240-24-10-000960,TINI,"JUAL IKAN DAN LAINNYA",2000000,50,49600,92000,4037,21278,2598,119913,0.06,8,Diragukan
PU-240-24-10-000961,YATI,"JUAL IKAN DAN LAINNYA",3000000,50,74400,116000,17587,31704,28242,193533,0.0645,12,Diragukan
PU-240-24-10-000972,HEMI,"JUAL IKAN DAN LAINNYA",3000000,50,74400,107000,36711,31584,2774,178069,0.0594,8,Diragukan
PU-240-24-10-000974,TIANAH,"JUAL IKAN DAN LAINNYA",3000000,50,74400,121000,48202,31584,12768,213554,0.0712,7,Diragukan
PU-240-24-11-001061,NURMALA,"JUAL ALAT RUMAH TANGGA",2000000,50,49600,94000,32094,21095,83521,230710,0.1154,10,Diragukan
PU-240-25-01-000050,UUM,"JUAL JASA",3000000,50,74400,80000,5967,31336,31919,149222,0.0497,10,Diragukan
PU-240-25-05-000209,"NITA HERDAYANTI","JUAL IKAN DAN LAINNYA",4000000,50,99200,237000,36320,73018,3617,349955,0.0875,29,Macet
PU-240-24-11-000991,MAEMUNAH,PERTANIAN,3000000,50,74400,125000,227844,31584,110465,494893,0.165,10,Diragukan
PU-240-24-11-000993,"HJ. YAYAH","JUAL MAKANAN",3000000,50,74400,122000,65810,31584,209191,428585,0.1429,11,Diragukan
PU-240-25-06-000246,ROHAMAH,"JUAL IKAN DAN LAINNYA",2000000,50,49600,98000,14779,20552,93671,227002,0.1135,20,Macet
PU-240-25-06-000247,"KAMSITI BT KAMIL","JUAL IKAN DAN LAINNYA",2000000,50,49600,98000,14779,20552,93671,227002,0.1135,20,Macet
PU-240-25-06-000252,"YATI SUMYATI","JUAL IKAN DAN LAINNYA",2000000,50,49600,98000,16274,20552,83483,218309,0.1092,20,Macet
PU-240-25-10-000497,"HJ NURAH","JUAL JASA",2000000,25,89600,44000,14000,20183,2223,80406,0.0402,1,Lancar
,,"LAIN LAIN INVESTASI",5512311000,0,120529138,686630500,99806459,88099729,14400422,888937110,0.1613,0,Lancar
PMB-240-25-06-000001,"Ika Pertiwi M.","RENOVASI RUMAH",11900000,50,266600,2374000,509000,339000,170000,3392000,0.285,0,Lancar
PMB-240-25-06-000002,"Ningsih P.",PETERNAKAN,14600000,50,327000,3679000,788000,526000,263000,5256000,0.36,0,Lancar
PMB-240-25-06-000003,"Fitriani C.","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",5200000,25,233000,1453000,311000,208000,104000,2076000,0.3992,0,Lancar
PMB-240-25-06-000004,"Diana X.","SEPEDA LISTRIK",14200000,25,636200,3042000,652000,435000,217000,4346000,0.3061,0,Lancar
PMB-240-25-06-000005,"Fitriani T.",WARUNGAN,4100000,25,183700,626000,134000,89000,45000,894000,0.218,0,Lancar
PMB-240-25-06-000006,"Ningsih T.","MESIN CUCI",7400000,50,165800,1212000,260000,173000,87000,1732000,0.2341,0,Lancar
PMB-240-25-06-000007,"Sri Mulyani G.",PETERNAKAN,9000000,50,201600,2010000,431000,287000,144000,2872000,0.3191,0,Lancar
